measurement,deployment_id,timestamp,sensors/Cond,sensors/DOpct,sensors/Sal,sensors/Temp,sensors/Turb,sensors/pH,sensors/lat,sensors/lon,,,
Alan,13,2022-08-11T21:30:00+00:00,675.1,5.02,0.3,30.06,5.8,7.5,,,,,
Alan,13,2022-08-11T21:45:00+00:00,719.4,3.68,0.32,30.08,2.95,7.36,41.12733333,-73.8085,,,
Alan,13,2022-08-11T22:00:00+00:00,734.3,5.69,0.32,30.07,7.54,7.6,41.12731667,-73.8085,,,
Alan,13,2022-08-11T22:15:00+00:00,730.9,15.65,0.32,30,3.4,7.72,41.1273,-73.8085,,,
Alan,13,2022-08-11T22:30:00+00:00,728.7,11.12,0.32,29.91,2.72,7.88,41.12726667,-73.8085,,,
Alan,13,2022-08-11T22:45:00+00:00,729.7,4.5,0.32,29.8,2.03,7.99,41.12725,-73.8085,,,
Alan,13,2022-08-11T23:00:00+00:00,732.3,3.26,0.32,29.73,4.81,7.34,41.12726667,-73.8085,,,
Alan,13,2022-08-11T23:15:00+00:00,731,3.24,0.32,29.66,3.12,7.37,41.12726667,-73.8085,,,
Alan,13,2022-08-11T23:45:00+00:00,1111,38.81,0.53,26.95,302.9,6.73,41.12786667,-73.808,,,
Alan,13,2022-08-12T00:00:00+00:00,1112,3.98,0.53,26.48,304.9,6.67,41.12788333,-73.808,,,
Alan,13,2022-08-12T00:15:00+00:00,1121,3.3,0.54,26.43,99.5,6.67,41.12788333,-73.808,,,
Alan,13,2022-08-12T00:30:00+00:00,1117,3.26,0.54,26.37,181.1,6.68,41.12786667,-73.808,,,
Alan,13,2022-08-12T00:45:00+00:00,1112,3.24,0.53,26.33,91.2,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T01:00:00+00:00,1120,3.24,0.54,26.3,64.08,6.67,41.12785,-73.808,,,
Alan,13,2022-08-12T01:15:00+00:00,1083,3.24,0.52,26.27,156,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T01:30:00+00:00,1125,3.23,0.54,26.22,48.86,6.65,41.12786667,-73.808,,,
Alan,13,2022-08-12T01:45:00+00:00,1115,3.23,0.54,26.19,53.63,6.65,41.12788333,-73.808,,,
Alan,13,2022-08-12T02:00:00+00:00,1165,3.24,0.56,26.09,48.55,6.66,41.12786667,-73.808,,,
Alan,13,2022-08-12T02:15:00+00:00,1117,3.23,0.54,26.11,48.18,6.65,41.12785,-73.808,,,
Alan,13,2022-08-12T02:30:00+00:00,1042,3.23,0.5,26,43.51,6.65,41.12785,-73.808,,,
Alan,13,2022-08-12T02:45:00+00:00,1044,3.22,0.5,25.99,45.59,6.65,41.12786667,-73.808,,,
Alan,13,2022-08-12T03:00:00+00:00,1059,3.23,0.51,25.94,43.05,6.64,41.12785,-73.808,,,
Alan,13,2022-08-12T03:15:00+00:00,1071,3.22,0.52,25.93,33.48,6.63,41.12785,-73.808,,,
Alan,13,2022-08-12T03:30:00+00:00,1008,3.22,0.49,25.83,45.21,6.64,41.12785,-73.808,,,
Alan,13,2022-08-12T03:45:00+00:00,1014,3.21,0.49,25.87,42.9,6.63,41.12785,-73.808,,,
Alan,13,2022-08-12T04:00:00+00:00,989,3.22,0.48,25.85,202.9,6.65,41.12785,-73.808,,,
Alan,13,2022-08-12T04:15:00+00:00,1016,3.23,0.49,25.97,19.4,6.68,41.12785,-73.808,,,
Alan,13,2022-08-12T04:30:00+00:00,988,3.22,0.48,25.94,1.44,6.68,41.12786667,-73.808,,,
Alan,13,2022-08-12T04:45:00+00:00,964,3.22,0.46,26.02,1.38,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T05:00:00+00:00,968,3.21,0.47,25.93,1.44,6.65,41.12786667,-73.808,,,
Alan,13,2022-08-12T05:15:00+00:00,978,3.22,0.47,25.9,1.32,6.64,41.12786667,-73.808,,,
Alan,13,2022-08-12T05:30:00+00:00,951,3.2,0.46,25.87,1.24,6.65,41.12788333,-73.808,,,
Alan,13,2022-08-12T05:45:00+00:00,937,3.21,0.45,25.84,1.18,6.65,41.12786667,-73.808,,,
Alan,13,2022-08-12T06:00:00+00:00,939,3.22,0.45,25.88,1.18,6.66,41.12786667,-73.808,,,
Alan,13,2022-08-12T06:15:00+00:00,938,3.21,0.45,25.85,1.21,6.66,41.12785,-73.808,,,
Alan,13,2022-08-12T06:30:00+00:00,926,3.2,0.45,25.8,1.19,6.66,41.12785,-73.808,,,
Alan,13,2022-08-12T06:45:00+00:00,933,3.21,0.45,25.82,1.12,6.66,41.12785,-73.808,,,
Alan,13,2022-08-12T07:00:00+00:00,924,3.22,0.45,25.86,1.22,6.67,41.12785,-73.808,,,
Alan,13,2022-08-12T07:15:00+00:00,928,3.22,0.45,25.94,1.39,6.68,41.12786667,-73.808,,,
Alan,13,2022-08-12T07:30:00+00:00,927,3.2,0.45,25.97,1.28,6.68,41.12785,-73.808,,,
Alan,13,2022-08-12T07:45:00+00:00,927,3.2,0.45,25.89,1.15,6.67,41.12785,-73.808,,,
Alan,13,2022-08-12T08:00:00+00:00,920,3.21,0.44,25.85,1.59,6.68,41.12783333,-73.808,,,
Alan,13,2022-08-12T08:15:00+00:00,943,3.21,0.46,25.8,1.16,6.67,41.12783333,-73.808,,,
Alan,13,2022-08-12T08:30:00+00:00,906,3.2,0.44,25.69,1.02,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T08:45:00+00:00,905,3.22,0.44,25.65,1.1,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T09:00:00+00:00,900,3.21,0.44,25.64,1.1,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T09:15:00+00:00,892,3.21,0.43,25.64,1.26,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T09:30:00+00:00,925,3.22,0.45,25.62,1.13,6.67,41.12786667,-73.808,,,
Alan,13,2022-08-12T09:45:00+00:00,918,3.21,0.44,25.6,1.12,6.68,41.12788333,-73.808,,,
Alan,13,2022-08-12T10:00:00+00:00,896,3.21,0.43,25.64,1.39,6.68,41.12788333,-73.808,,,
Alan,13,2022-08-12T10:15:00+00:00,923,3.21,0.45,25.61,2.01,6.68,41.12786667,-73.808,,,
Alan,13,2022-08-12T10:30:00+00:00,892,3.21,0.43,25.57,1.59,6.68,41.12785,-73.808,,,
Alan,13,2022-08-12T10:45:00+00:00,920,3.2,0.45,25.56,0.95,6.68,41.12781667,-73.808,,,
Alan,13,2022-08-12T11:00:00+00:00,898,3.21,0.43,25.58,1.11,6.68,41.12781667,-73.808,,,
Alan,13,2022-08-12T11:15:00+00:00,930,3.2,0.45,25.52,1.47,6.68,41.12783333,-73.808,,,
Alan,13,2022-08-12T11:30:00+00:00,923,3.2,0.45,25.51,1.27,6.68,41.12785,-73.808,,,
Alan,13,2022-08-12T11:45:00+00:00,911,3.2,0.44,25.48,1.24,6.68,41.12786667,-73.808,,,
Alan,13,2022-08-12T12:00:00+00:00,965,3.21,0.47,25.49,2.27,6.69,41.12786667,-73.808,,,
Alan,13,2022-08-12T12:15:00+00:00,892,3.2,0.43,25.59,1.18,6.7,41.12786667,-73.808,,,
Alan,13,2022-08-12T12:30:00+00:00,879,3.2,0.43,25.59,1.11,6.71,41.12785,-73.808,,,
Alan,13,2022-08-12T12:45:00+00:00,907,3.2,0.44,25.54,1.25,6.71,41.12783333,-73.808,,,
Alan,13,2022-08-12T13:00:00+00:00,921,3.22,0.45,25.5,347.4,6.71,41.12783333,-73.808,,,
Alan,13,2022-08-12T13:15:00+00:00,913,3.29,0.44,25.64,1.16,6.71,41.12783333,-73.80783333,,,
Alan,13,2022-08-12T13:30:00+00:00,891,3.21,0.43,25.5,1.28,6.71,41.12783333,-73.80783333,,,
Alan,13,2022-08-12T13:45:00+00:00,893,7.44,0.43,25.55,1.29,6.72,41.12783333,-73.80783333,,,
Alan,13,2022-08-12T14:00:00+00:00,924,3.21,0.45,25.57,1.1,6.72,41.12785,-73.80783333,,,
Alan,13,2022-08-12T14:15:00+00:00,945,3.21,0.46,25.56,1.09,6.7,41.12785,-73.80783333,,,
Alan,13,2022-08-12T14:30:00+00:00,958,3.21,0.47,25.47,1.23,6.69,41.12785,-73.80783333,,,
Alan,13,2022-08-12T14:45:00+00:00,883,3.2,0.43,25.42,1.04,6.69,41.12788333,-73.808,,,
Alan,13,2022-08-12T15:00:00+00:00,887,3.21,0.43,25.37,1.18,6.7,41.12786667,-73.808,,,
Alan,13,2022-08-12T15:15:00+00:00,868,3.21,0.42,25.37,1.13,6.72,41.12785,-73.808,,,
Alan,13,2022-08-12T15:30:00+00:00,864,3.2,0.42,25.33,1.09,6.72,41.12781667,-73.808,,,
Alan,13,2022-08-12T15:45:00+00:00,846,3.2,0.41,25.32,1.11,6.73,41.12781667,-73.808,,,
Alan,13,2022-08-12T16:00:00+00:00,868,3.2,0.42,25.21,1.15,6.74,41.12778333,-73.808,,,
Alan,13,2022-08-12T16:15:00+00:00,890,3.22,0.43,25.31,1.02,6.74,41.12778333,-73.808,,,
Alan,13,2022-08-12T16:30:00+00:00,920,3.2,0.45,25.36,1.04,6.75,41.12778333,-73.808,,,
Alan,13,2022-08-12T16:45:00+00:00,918,3.21,0.45,25.35,1.16,6.74,41.1278,-73.808,,,
Alan,13,2022-08-12T17:00:00+00:00,880,3.2,0.43,25.23,1.03,6.75,41.12781667,-73.808,,,
Alan,13,2022-08-12T17:15:00+00:00,859,3.21,0.42,25.25,1.12,6.76,41.12785,-73.808,,,
Alan,13,2022-08-12T17:30:00+00:00,857,3.2,0.42,25.25,1.6,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-12T17:45:00+00:00,825,3.2,0.4,25.24,1.2,6.8,41.1279,-73.808,,,
Alan,13,2022-08-12T18:00:00+00:00,826,3.2,0.4,25.17,0.99,6.8,41.1279,-73.808,,,
Alan,13,2022-08-12T18:15:00+00:00,836,3.21,0.41,25.21,1.1,6.81,41.12788333,-73.808,,,
Alan,13,2022-08-12T18:30:00+00:00,825,16.26,0.4,25.47,1.06,6.82,41.12786667,-73.808,,,
Alan,13,2022-08-12T18:45:00+00:00,908,3.23,0.44,25.51,4.73,6.82,41.12786667,-73.808,,,
Alan,13,2022-08-12T19:00:00+00:00,938,3.19,0.46,25.37,1.03,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-12T19:15:00+00:00,832,3.21,0.4,25.33,1.04,6.76,41.12786667,-73.808,,,
Alan,13,2022-08-12T19:30:00+00:00,797.1,3.2,0.39,25.42,0.95,6.75,41.12785,-73.808,,,
Alan,13,2022-08-12T19:45:00+00:00,804,3.21,0.39,25.53,1.09,6.76,41.12783333,-73.808,,,
Alan,13,2022-08-12T20:00:00+00:00,806,6.64,0.39,25.66,1.02,6.78,41.12781667,-73.808,,,
Alan,13,2022-08-12T20:15:00+00:00,848,4.01,0.41,25.72,1.03,6.79,41.12783333,-73.808,,,
Alan,13,2022-08-12T20:30:00+00:00,903,3.25,0.44,25.65,1.35,6.76,41.12785,-73.808,,,
Alan,13,2022-08-12T20:45:00+00:00,869,3.21,0.42,25.62,1.27,6.75,41.12786667,-73.808,,,
Alan,13,2022-08-12T21:00:00+00:00,857,3.2,0.41,25.63,1,6.77,41.1279,-73.808,,,
Alan,13,2022-08-12T21:15:00+00:00,836,3.2,0.4,25.53,1.02,6.79,41.12788333,-73.808,,,
Alan,13,2022-08-12T21:30:00+00:00,824,3.21,0.4,25.56,0.94,6.8,41.12785,-73.808,,,
Alan,13,2022-08-12T21:45:00+00:00,805,3.21,0.39,25.55,1.07,6.81,41.12781667,-73.808,,,
Alan,13,2022-08-12T22:00:00+00:00,767.7,3.2,0.37,25.48,1.4,6.81,41.1278,-73.808,,,
Alan,13,2022-08-12T22:15:00+00:00,783.1,3.21,0.38,25.49,1.55,6.81,41.12781667,-73.808,,,
Alan,13,2022-08-12T22:30:00+00:00,783.8,3.21,0.38,25.47,1.08,6.81,41.12781667,-73.808,,,
Alan,13,2022-08-12T22:45:00+00:00,793.2,3.2,0.38,25.44,1.12,6.82,41.12783333,-73.808,,,
Alan,13,2022-08-12T23:00:00+00:00,798.7,3.21,0.39,25.44,0.94,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-12T23:15:00+00:00,800,3.2,0.39,25.44,1.16,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-12T23:30:00+00:00,788.5,3.2,0.38,25.4,1.15,6.81,41.12785,-73.808,,,
Alan,13,2022-08-12T23:45:00+00:00,781.2,3.21,0.38,25.35,1.08,6.81,41.12783333,-73.808,,,
Alan,13,2022-08-13T00:00:00+00:00,780.9,3.2,0.38,25.38,1.07,6.81,41.12783333,-73.808,,,
Alan,13,2022-08-13T00:15:00+00:00,764.4,3.21,0.37,25.35,1.11,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T00:30:00+00:00,725.5,3.21,0.35,25.35,0.96,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T00:45:00+00:00,765.7,3.21,0.37,25.35,1.5,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T01:00:00+00:00,764.3,3.2,0.37,25.35,1.13,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T01:15:00+00:00,743.8,3.2,0.36,25.33,2.72,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T01:30:00+00:00,744,3.21,0.36,25.31,2.78,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T01:45:00+00:00,746,3.21,0.36,25.27,1.63,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T02:00:00+00:00,728.7,3.2,0.35,25.32,3.16,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T02:15:00+00:00,776.8,3.2,0.38,25.29,1.08,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T02:30:00+00:00,777.1,3.21,0.38,25.32,0.96,6.81,41.12786667,-73.808,,,
Alan,13,2022-08-13T02:45:00+00:00,774.6,3.2,0.38,25.3,1.01,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T03:00:00+00:00,773.7,3.19,0.37,25.28,1.35,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T03:15:00+00:00,774.1,3.2,0.38,25.26,1.25,6.81,41.12786667,-73.808,,,
Alan,13,2022-08-13T03:30:00+00:00,776,3.19,0.38,25.25,1.16,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T03:45:00+00:00,776.6,3.2,0.38,25.23,1.05,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T04:00:00+00:00,778.3,3.2,0.38,25.22,0.92,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T04:15:00+00:00,779.2,3.2,0.38,25.2,1.22,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T04:30:00+00:00,780.1,3.2,0.38,25.18,1.34,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T04:45:00+00:00,780.9,3.19,0.38,25.15,0.95,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-13T05:00:00+00:00,782.3,3.19,0.38,25.14,1.23,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-13T05:15:00+00:00,782.7,3.2,0.38,25.12,0.97,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-13T05:30:00+00:00,784.5,3.2,0.38,25.11,1.11,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T05:45:00+00:00,785.5,3.2,0.38,25.1,1.2,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T06:00:00+00:00,787.1,3.19,0.38,25.07,1.42,6.78,41.1279,-73.808,,,
Alan,13,2022-08-13T06:15:00+00:00,789,3.2,0.38,25.05,1.3,6.78,41.1279,-73.808,,,
Alan,13,2022-08-13T06:30:00+00:00,789.9,3.2,0.38,25.04,1.2,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T06:45:00+00:00,790.8,3.2,0.39,25.02,1.24,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-13T07:00:00+00:00,792.5,3.2,0.39,25,1.19,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T07:15:00+00:00,793.9,3.2,0.39,24.98,1.22,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T07:30:00+00:00,795.3,3.19,0.39,24.96,1.44,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-13T07:45:00+00:00,796.4,3.21,0.39,24.94,1.56,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-13T08:00:00+00:00,797.6,3.2,0.39,24.91,1.52,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T08:15:00+00:00,798.8,3.19,0.39,24.89,1.61,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T08:30:00+00:00,799.7,3.2,0.39,24.87,1.63,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-13T08:45:00+00:00,800,3.21,0.39,24.85,1.56,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T09:00:00+00:00,801,3.21,0.39,24.82,1.76,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T09:15:00+00:00,801,3.2,0.39,24.79,1.75,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T09:30:00+00:00,802,3.19,0.39,24.76,1.77,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T09:45:00+00:00,803,3.22,0.39,24.73,1.99,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T10:00:00+00:00,804,3.22,0.39,24.71,1.75,6.77,41.12783333,-73.808,,,
Alan,13,2022-08-13T10:15:00+00:00,803,3.21,0.39,24.68,1.71,6.77,41.12785,-73.808,,,
Alan,13,2022-08-13T10:30:00+00:00,804,3.2,0.4,24.65,1.53,6.77,41.12785,-73.808,,,
Alan,13,2022-08-13T10:45:00+00:00,804,3.19,0.4,24.62,1.77,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T11:00:00+00:00,807,3.19,0.4,24.59,1.71,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-13T11:15:00+00:00,820,3.19,0.4,24.55,0.97,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-13T11:30:00+00:00,796.5,3.2,0.39,24.49,1.36,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-13T11:45:00+00:00,786.2,3.19,0.39,24.42,0.92,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-13T12:00:00+00:00,767.2,3.21,0.38,24.39,1.02,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-13T12:15:00+00:00,797.3,3.92,0.39,24.35,5.82,6.77,41.12785,-73.808,,,
Alan,13,2022-08-13T12:30:00+00:00,794.9,3.2,0.39,24.26,0.99,6.79,41.12785,-73.808,,,
Alan,13,2022-08-13T12:45:00+00:00,784.5,3.2,0.39,24.2,1.05,6.81,41.12786667,-73.808,,,
Alan,13,2022-08-13T13:00:00+00:00,780.8,3.2,0.39,24.13,1.06,6.82,41.12785,-73.808,,,
Alan,13,2022-08-13T13:15:00+00:00,758.9,3.2,0.38,24.09,0.95,6.83,41.12785,-73.808,,,
Alan,13,2022-08-13T13:30:00+00:00,751.2,3.2,0.37,24.04,1,6.83,41.12785,-73.808,,,
Alan,13,2022-08-13T13:45:00+00:00,767.8,3.2,0.38,24,1.03,6.84,41.12786667,-73.808,,,
Alan,13,2022-08-13T14:00:00+00:00,754.8,3.2,0.38,23.98,1.05,6.84,41.12785,-73.808,,,
Alan,13,2022-08-13T14:15:00+00:00,789.2,4.26,0.39,24.01,1.09,6.84,41.12785,-73.808,,,
Alan,13,2022-08-13T14:30:00+00:00,825,3.21,0.41,23.99,1.02,6.83,41.12783333,-73.808,,,
Alan,13,2022-08-13T14:45:00+00:00,808,3.21,0.4,23.95,0.94,6.82,41.12781667,-73.808,,,
Alan,13,2022-08-13T15:00:00+00:00,791.4,3.2,0.4,23.92,1.02,6.82,41.12778333,-73.808,,,
Alan,13,2022-08-13T15:15:00+00:00,742.7,3.21,0.37,23.92,0.96,6.81,41.12778333,-73.808,,,
Alan,13,2022-08-13T15:30:00+00:00,772.8,3.2,0.39,23.9,0.95,6.78,41.1278,-73.808,,,
Alan,13,2022-08-13T15:45:00+00:00,759.2,3.21,0.38,23.93,0.94,6.78,41.12781667,-73.808,,,
Alan,13,2022-08-13T16:00:00+00:00,787.2,3.21,0.39,23.94,1.01,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T16:15:00+00:00,777,3.2,0.39,23.94,1.25,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-13T16:30:00+00:00,763.9,3.21,0.38,23.97,0.97,6.8,41.1279,-73.808,,,
Alan,13,2022-08-13T16:45:00+00:00,771.6,3.22,0.38,24.06,0.98,6.81,41.12788333,-73.808,,,
Alan,13,2022-08-13T17:00:00+00:00,753.9,3.21,0.38,23.98,0.96,6.81,41.12788333,-73.808,,,
Alan,13,2022-08-13T17:15:00+00:00,782,3.2,0.39,24.01,1.11,6.81,41.12786667,-73.808,,,
Alan,13,2022-08-13T17:30:00+00:00,823,3.2,0.41,24.07,0.95,6.81,41.12786667,-73.808,,,
Alan,13,2022-08-13T17:45:00+00:00,777.8,3.22,0.39,24.11,1,6.81,41.12788333,-73.808,,,
Alan,13,2022-08-13T18:00:00+00:00,803,3.2,0.4,24.07,0.97,6.82,41.12786667,-73.808,,,
Alan,13,2022-08-13T18:15:00+00:00,773.5,3.2,0.38,24.06,1.03,6.84,41.12786667,-73.808,,,
Alan,13,2022-08-13T18:30:00+00:00,766.2,3.21,0.38,24.17,1.55,6.86,41.12785,-73.808,,,
Alan,13,2022-08-13T18:45:00+00:00,833,3.2,0.41,24.19,0.87,6.85,41.12783333,-73.808,,,
Alan,13,2022-08-13T19:00:00+00:00,784.9,7.17,0.39,24.24,0.94,6.84,41.12785,-73.808,,,
Alan,13,2022-08-13T19:15:00+00:00,796.2,3.22,0.4,24.18,0.96,6.84,41.12786667,-73.808,,,
Alan,13,2022-08-13T19:30:00+00:00,851,3.21,0.42,24.23,0.95,6.83,41.12786667,-73.808,,,
Alan,13,2022-08-13T19:45:00+00:00,769,3.2,0.38,24.18,1.07,6.84,41.12786667,-73.808,,,
Alan,13,2022-08-13T20:00:00+00:00,767.6,3.2,0.38,24.21,1.16,6.83,41.12785,-73.808,,,
Alan,13,2022-08-13T20:15:00+00:00,781.9,3.21,0.39,24.31,1.09,6.84,41.12786667,-73.808,,,
Alan,13,2022-08-13T20:30:00+00:00,773.8,3.2,0.38,24.23,0.88,6.8,41.12788333,-73.808,,,
Alan,13,2022-08-13T20:45:00+00:00,725.8,25.21,0.36,24.36,65.95,6.8,41.12788333,-73.808,,,
Alan,13,2022-08-13T21:00:00+00:00,773.7,3.21,0.38,24.31,0.95,6.77,41.1279,-73.808,,,
Alan,13,2022-08-13T21:15:00+00:00,786,3.2,0.39,24.22,0.89,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-13T21:30:00+00:00,776.9,3.2,0.38,24.23,0.97,6.78,41.12785,-73.808,,,
Alan,13,2022-08-13T21:45:00+00:00,802,3.25,0.4,24.4,1.5,6.82,41.12781667,-73.808,,,
Alan,13,2022-08-13T22:00:00+00:00,773.9,3.27,0.38,24.44,1.09,6.83,41.1278,-73.808,,,
Alan,13,2022-08-13T22:15:00+00:00,826,3.21,0.41,24.42,0.9,6.82,41.1278,-73.808,,,
Alan,13,2022-08-13T22:30:00+00:00,818,3.24,0.4,24.43,0.91,6.81,41.12781667,-73.808,,,
Alan,13,2022-08-13T22:45:00+00:00,809,3.2,0.4,24.46,1,6.81,41.12783333,-73.808,,,
Alan,13,2022-08-13T23:00:00+00:00,881,3.2,0.44,24.36,0.96,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T23:15:00+00:00,880,3.2,0.44,24.37,0.97,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-13T23:30:00+00:00,882,3.22,0.44,24.37,1,6.8,41.12785,-73.808,,,
Alan,13,2022-08-13T23:45:00+00:00,887,3.2,0.44,24.38,1.04,6.8,41.12785,-73.808,,,
Alan,13,2022-08-14T00:00:00+00:00,891,3.2,0.44,24.37,1,6.8,41.12785,-73.808,,,
Alan,13,2022-08-14T00:15:00+00:00,892,3.22,0.44,24.37,1.07,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-14T00:30:00+00:00,894,3.2,0.44,24.36,1.07,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-14T00:45:00+00:00,893,3.2,0.44,24.36,1.05,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-14T01:00:00+00:00,894,3.22,0.44,24.36,1.05,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-14T01:15:00+00:00,894,3.2,0.44,24.35,1.04,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-14T01:30:00+00:00,893,3.2,0.44,24.34,1.05,6.8,41.12786667,-73.808,,,
Alan,13,2022-08-14T01:45:00+00:00,894,3.22,0.44,24.33,1.12,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-14T02:00:00+00:00,894,3.22,0.44,24.32,1.08,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-14T02:15:00+00:00,894,3.2,0.44,24.32,1.06,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-14T02:30:00+00:00,894,3.2,0.44,24.31,1.08,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-14T02:45:00+00:00,895,3.21,0.45,24.3,1.02,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-14T03:00:00+00:00,894,3.21,0.44,24.29,1.05,6.79,41.12788333,-73.808,,,
Alan,13,2022-08-14T03:15:00+00:00,894,3.22,0.45,24.28,1.14,6.79,41.12788333,-73.808,,,
Alan,13,2022-08-14T03:30:00+00:00,896,3.21,0.45,24.28,1.21,6.79,41.12786667,-73.808,,,
Alan,13,2022-08-14T03:45:00+00:00,896,3.2,0.45,24.27,1.2,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-14T04:00:00+00:00,897,3.22,0.45,24.27,1.19,6.79,41.12788333,-73.808,,,
Alan,13,2022-08-14T04:15:00+00:00,898,3.22,0.45,24.27,1.24,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-14T04:30:00+00:00,897,3.2,0.45,24.26,1.27,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-14T04:45:00+00:00,897,3.21,0.45,24.26,1.22,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-14T05:00:00+00:00,898,3.21,0.45,24.25,1.34,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-14T05:15:00+00:00,898,3.2,0.45,24.25,1.34,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-14T05:30:00+00:00,898,3.21,0.45,24.25,1.4,6.78,41.12786667,-73.808,,,
Alan,13,2022-08-14T05:45:00+00:00,899,3.22,0.45,24.24,1.37,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-14T06:00:00+00:00,899,3.2,0.45,24.24,1.25,6.78,41.1279,-73.808,,,
Alan,13,2022-08-14T06:15:00+00:00,900,3.21,0.45,24.24,1.13,6.78,41.12788333,-73.808,,,
Alan,13,2022-08-14T06:30:00+00:00,900,3.21,0.45,24.23,1.21,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-14T06:45:00+00:00,900,3.2,0.45,24.22,1.24,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-14T07:00:00+00:00,900,3.21,0.45,24.21,1.31,6.77,41.12785,-73.808,,,
Alan,13,2022-08-14T07:15:00+00:00,901,3.21,0.45,24.2,1.37,6.77,41.12786667,-73.808,,,
Alan,13,2022-08-14T07:30:00+00:00,900,3.2,0.45,24.19,1.35,6.77,41.12788333,-73.808,,,
Alan,13,2022-08-14T07:45:00+00:00,901,3.21,0.45,24.17,1.35,6.77,41.12788333,-73.808,,,
Alan,13,2022-08-14T08:00:00+00:00,901,3.2,0.45,24.15,1.39,6.77,41.12788333,-73.808,,,
