measurement,deployment_id,timestamp,sensors/Cond,sensors/DOpct,sensors/Sal,sensors/Temp,sensors/Turb,sensors/lat,sensors/lon,sensors/pH,
Ada,16,2022-12-15T16:30:00+00:00,440.2,90.5,0.36,4.143,5.41,41.12725,-73.80816667,7.54,
Ada,16,2022-12-15T16:45:00+00:00,440.2,86.6,0.36,4.169,5.23,41.12726667,-73.808,7.52,
Ada,16,2022-12-15T17:00:00+00:00,439.1,89.2,0.36,4.124,5.49,41.12725,-73.808,7.53,
Ada,16,2022-12-15T17:15:00+00:00,437.9,90.2,0.36,4.066,5.3,41.12725,-73.808,7.53,
Ada,16,2022-12-15T17:30:00+00:00,437.1,88.8,0.36,4.015,5.19,41.12725,-73.808,7.54,
Ada,16,2022-12-15T17:45:00+00:00,436.9,91,0.36,4.004,5.29,41.12726667,-73.808,7.54,
Ada,16,2022-12-15T18:00:00+00:00,437.8,91.2,0.36,4.064,5.39,41.12725,-73.80816667,7.54,
Ada,16,2022-12-15T18:15:00+00:00,438.1,91.2,0.36,4.087,5.52,41.12725,-73.80816667,7.54,
Ada,16,2022-12-15T18:30:00+00:00,439.4,90.8,0.36,4.155,5.42,41.12725,-73.80816667,7.54,
Ada,16,2022-12-15T18:45:00+00:00,439.5,91,0.36,4.165,5.36,41.12723333,-73.80816667,7.54,
Ada,16,2022-12-15T19:00:00+00:00,440.7,90.6,0.36,4.214,5.44,41.12723333,-73.80816667,7.54,
Ada,16,2022-12-15T19:15:00+00:00,441.3,90.8,0.36,4.254,5.47,41.12723333,-73.80816667,7.53,
Ada,16,2022-12-15T19:30:00+00:00,442.6,90.6,0.36,4.31,5.45,41.12723333,-73.808,7.53,
Ada,16,2022-12-15T19:45:00+00:00,443.6,90.7,0.36,4.357,5.6,41.12725,-73.80816667,7.52,
Ada,16,2022-12-15T20:00:00+00:00,447,90,0.36,4.457,5.45,41.12725,-73.80816667,7.51,
Ada,16,2022-12-15T20:15:00+00:00,443.9,90.2,0.36,4.361,5.69,41.12725,-73.80816667,7.51,
Ada,16,2022-12-15T20:30:00+00:00,447.7,90.7,0.36,4.476,5.66,41.12725,-73.80816667,7.51,
Ada,16,2022-12-15T20:45:00+00:00,448.1,90.2,0.36,4.51,5.51,41.12725,-73.80816667,7.5,
Ada,16,2022-12-15T21:00:00+00:00,445.8,90,0.36,4.424,5.63,41.12726667,-73.80816667,7.5,
Ada,16,2022-12-15T21:15:00+00:00,442,90.4,0.36,4.268,5.46,41.12726667,-73.80816667,7.51,
Ada,16,2022-12-15T21:30:00+00:00,440.6,91.9,0.36,4.198,5.48,41.12728333,-73.80816667,7.53,
Ada,16,2022-12-15T21:45:00+00:00,444.1,91.5,0.36,4.342,5.48,41.12726667,-73.80816667,7.53,
Ada,16,2022-12-15T22:00:00+00:00,445,90.7,0.36,4.373,5.61,41.12725,-73.80816667,7.52,
Ada,16,2022-12-15T22:15:00+00:00,443.9,90.8,0.36,4.331,5.76,41.12725,-73.80816667,7.52,
Ada,16,2022-12-15T22:30:00+00:00,443.3,90.6,0.36,4.323,5.61,41.12723333,-73.80816667,7.52,
Ada,16,2022-12-15T22:45:00+00:00,443.8,90.4,0.36,4.342,5.53,41.12723333,-73.808,7.51,
Ada,16,2022-12-15T23:00:00+00:00,444.3,90.5,0.36,4.356,5.6,41.12723333,-73.808,7.52,
Ada,16,2022-12-15T23:15:00+00:00,443.8,90.6,0.36,4.339,5.55,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-15T23:30:00+00:00,444.8,90.3,0.36,4.366,5.63,41.12725,-73.80816667,7.51,
Ada,16,2022-12-15T23:45:00+00:00,447.2,90,0.36,4.444,5.6,41.12725,-73.80816667,7.51,
Ada,16,2022-12-16T00:00:00+00:00,447.8,90,0.36,4.458,5.58,41.12723333,-73.80816667,7.5,
Ada,16,2022-12-16T00:15:00+00:00,447.9,91,0.36,4.478,5.62,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T00:30:00+00:00,449.7,92,0.36,4.514,5.45,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T00:45:00+00:00,450.3,93.2,0.36,4.542,5.5,41.12723333,-73.80816667,7.52,
Ada,16,2022-12-16T01:00:00+00:00,443.6,90.8,0.36,4.284,5.59,41.12723333,-73.80816667,7.52,
Ada,16,2022-12-16T01:15:00+00:00,446.8,91.3,0.36,4.485,5.6,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T01:30:00+00:00,449.2,91.4,0.36,4.463,5.7,41.12725,-73.80816667,7.52,
Ada,16,2022-12-16T01:45:00+00:00,438.7,90.9,0.36,4.071,5.52,41.12726667,-73.80816667,7.53,
Ada,16,2022-12-16T02:00:00+00:00,443.6,90.7,0.36,4.269,5.48,41.12728333,-73.80816667,7.52,
Ada,16,2022-12-16T02:15:00+00:00,444.1,91.4,0.36,4.315,5.66,41.12728333,-73.80816667,7.52,
Ada,16,2022-12-16T02:30:00+00:00,443.4,91.1,0.36,4.274,5.67,41.12726667,-73.80816667,7.52,
Ada,16,2022-12-16T02:45:00+00:00,457.7,91.4,0.36,4.755,5.8,41.12726667,-73.80816667,7.5,
Ada,16,2022-12-16T03:00:00+00:00,444.8,91.4,0.36,4.29,5.59,41.12725,-73.80816667,7.52,
Ada,16,2022-12-16T03:15:00+00:00,442.9,90.8,0.36,4.251,5.68,41.12726667,-73.80816667,7.52,
Ada,16,2022-12-16T03:30:00+00:00,447.7,91.4,0.36,4.404,5.59,41.12725,-73.80816667,7.51,
Ada,16,2022-12-16T03:45:00+00:00,450.1,92.4,0.36,4.494,5.72,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T04:00:00+00:00,449.6,92.3,0.36,4.518,5.92,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T04:15:00+00:00,447.2,92.5,0.36,4.382,5.32,41.12723333,-73.80816667,7.52,
Ada,16,2022-12-16T04:30:00+00:00,446.8,91.1,0.36,4.371,5.54,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T04:45:00+00:00,449.4,91.5,0.36,4.48,5.53,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T05:00:00+00:00,453.9,91.3,0.36,4.496,5.32,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T05:15:00+00:00,453.7,89.9,0.36,4.59,5.69,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-16T05:30:00+00:00,451.7,89.9,0.36,4.525,5.45,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-16T05:45:00+00:00,447,89.9,0.36,4.387,5.23,41.12721667,-73.80816667,7.5,
Ada,16,2022-12-16T06:00:00+00:00,449.5,90.3,0.36,4.448,6.14,41.12721667,-73.80816667,7.5,
Ada,16,2022-12-16T06:15:00+00:00,449,90,0.36,4.424,5.25,41.12721667,-73.80816667,7.5,
Ada,16,2022-12-16T06:30:00+00:00,448.6,90.2,0.36,4.41,5.54,41.12721667,-73.80816667,7.51,
Ada,16,2022-12-16T06:45:00+00:00,450.7,88.8,0.36,4.461,5.35,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-16T07:00:00+00:00,446.3,90.1,0.36,4.347,5.13,41.12721667,-73.80816667,7.51,
Ada,16,2022-12-16T07:15:00+00:00,446.4,90.5,0.36,4.349,5.23,41.12721667,-73.80816667,7.51,
Ada,16,2022-12-16T07:30:00+00:00,444.9,90.2,0.36,4.352,5.18,41.12723333,-73.80816667,7.5,
Ada,16,2022-12-16T07:45:00+00:00,454.3,90.1,0.36,4.528,5.33,41.12723333,-73.80816667,7.5,
Ada,16,2022-12-16T08:00:00+00:00,444.9,90.5,0.36,4.324,5.21,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T08:15:00+00:00,444.7,91.3,0.36,4.285,5.23,41.12725,-73.80816667,7.51,
Ada,16,2022-12-16T08:30:00+00:00,446.6,91.4,0.36,4.353,5.14,41.12725,-73.80816667,7.51,
Ada,16,2022-12-16T08:45:00+00:00,443.7,91,0.36,4.281,5.29,41.12725,-73.80816667,7.52,
Ada,16,2022-12-16T09:00:00+00:00,450.6,90.2,0.36,4.462,5.29,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T09:15:00+00:00,447.8,90.4,0.36,4.335,5.43,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T09:30:00+00:00,447.5,90.1,0.36,4.4,5.38,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T09:45:00+00:00,442.2,90.1,0.36,4.187,5.53,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T10:00:00+00:00,440.9,90.8,0.36,4.121,5.2,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T10:15:00+00:00,440.1,90.9,0.36,4.101,5.57,41.12721667,-73.80816667,7.52,
Ada,16,2022-12-16T10:30:00+00:00,447.6,90.8,0.36,4.305,5.45,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T10:45:00+00:00,441,89.7,0.36,4.173,5.24,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T11:00:00+00:00,441.5,90.6,0.36,4.123,5.25,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T11:15:00+00:00,439.1,89.8,0.36,4.023,5.49,41.12725,-73.808,7.51,
Ada,16,2022-12-16T11:30:00+00:00,439.5,90.7,0.36,4.078,5.53,41.12725,-73.808,7.52,
Ada,16,2022-12-16T11:45:00+00:00,443.9,89.6,0.36,4.164,5.61,41.12725,-73.808,7.51,
Ada,16,2022-12-16T12:00:00+00:00,445.2,90,0.36,4.201,6.21,41.12725,-73.808,7.51,
Ada,16,2022-12-16T12:15:00+00:00,444.7,89.3,0.36,4.279,5.35,41.12723333,-73.808,7.49,
Ada,16,2022-12-16T12:30:00+00:00,443.2,90.4,0.36,4.173,5.33,41.12723333,-73.808,7.51,
Ada,16,2022-12-16T12:45:00+00:00,451.8,88.9,0.36,4.517,5.4,41.12723333,-73.808,7.49,
Ada,16,2022-12-16T13:00:00+00:00,447.5,88,0.36,4.288,5.44,41.12723333,-73.808,7.49,
Ada,16,2022-12-16T13:15:00+00:00,447.5,88.4,0.36,4.191,5.43,41.12721667,-73.808,7.49,
Ada,16,2022-12-16T13:30:00+00:00,445.7,88.3,0.36,4.247,5.57,41.12721667,-73.808,7.5,
Ada,16,2022-12-16T13:45:00+00:00,445.2,90,0.36,4.29,5.73,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-16T14:00:00+00:00,455.5,89.2,0.37,4.449,5.41,41.12725,-73.80816667,7.48,
Ada,16,2022-12-16T14:15:00+00:00,440.9,89.6,0.36,4.112,5.87,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T14:30:00+00:00,444.2,88.1,0.36,4.236,5.11,41.12725,-73.80816667,7.49,
Ada,16,2022-12-16T14:45:00+00:00,443.6,89.5,0.36,4.161,5.14,41.12723333,-73.80816667,7.5,
Ada,16,2022-12-16T15:00:00+00:00,443.9,89.3,0.36,4.221,5.59,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-16T15:15:00+00:00,440.8,90.4,0.36,4.144,5.17,41.12723333,-73.80816667,7.51,
Ada,16,2022-12-16T15:30:00+00:00,444.8,90.1,0.36,4.198,5.24,41.12723333,-73.80816667,7.5,
Ada,16,2022-12-16T15:45:00+00:00,443.3,89.5,0.36,4.302,5.35,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T16:00:00+00:00,440.9,90.3,0.36,4.192,5.18,41.12725,-73.808,7.51,
Ada,16,2022-12-16T16:15:00+00:00,442.4,90.2,0.36,4.151,5.32,41.12725,-73.808,7.5,
Ada,16,2022-12-16T16:30:00+00:00,446.5,88.6,0.36,4.318,5.39,41.12725,-73.808,7.49,
Ada,16,2022-12-16T16:45:00+00:00,441.9,90.7,0.36,4.156,5.28,41.12725,-73.808,7.51,
Ada,16,2022-12-16T17:00:00+00:00,441.9,91.4,0.36,4.166,5.68,41.12725,-73.80816667,7.52,
Ada,16,2022-12-16T17:15:00+00:00,439.3,91.7,0.36,4.091,5.56,41.12725,-73.80816667,7.53,
Ada,16,2022-12-16T17:30:00+00:00,433.8,92.4,0.35,3.955,5.64,41.12725,-73.808,7.54,
Ada,16,2022-12-16T17:45:00+00:00,434.5,91.8,0.35,3.957,5.78,41.12725,-73.80816667,7.54,
Ada,16,2022-12-16T18:00:00+00:00,436,91.5,0.35,4.015,6.98,41.12725,-73.80816667,7.53,
Ada,16,2022-12-16T18:15:00+00:00,432.9,91.9,0.35,4.046,5.64,41.12725,-73.80816667,7.51,
Ada,16,2022-12-16T18:30:00+00:00,436.5,91.5,0.35,4.081,6.13,41.12725,-73.808,7.52,
Ada,16,2022-12-16T18:45:00+00:00,435.3,91.7,0.35,4.02,5.48,41.12725,-73.80816667,7.52,
Ada,16,2022-12-16T19:00:00+00:00,433.6,91.6,0.35,4.133,5.47,41.12723333,-73.808,7.52,
Ada,16,2022-12-16T19:15:00+00:00,436.8,91.6,0.35,4.098,5.74,41.12725,-73.808,7.52,
Ada,16,2022-12-16T19:30:00+00:00,436.6,91.2,0.35,4.151,6.23,41.12723333,-73.808,7.51,
Ada,16,2022-12-16T19:45:00+00:00,440.7,91.1,0.36,4.14,5.67,41.12723333,-73.808,7.51,
Ada,16,2022-12-16T20:00:00+00:00,439.9,90.1,0.36,4.216,5.53,41.12725,-73.80816667,7.5,
Ada,16,2022-12-16T20:15:00+00:00,438.4,89.8,0.35,4.277,5.55,41.12725,-73.808,7.5,
Ada,16,2022-12-16T20:30:00+00:00,433.8,90.6,0.35,4.215,5.6,41.12725,-73.80816667,7.49,
Ada,16,2022-12-16T20:45:00+00:00,432.7,89.7,0.35,4.187,5.68,41.12725,-73.80816667,7.49,
Ada,16,2022-12-16T21:00:00+00:00,436.2,90.7,0.35,4.185,5.52,41.12726667,-73.80816667,7.5,
Ada,16,2022-12-16T21:15:00+00:00,436.3,91.4,0.35,4.19,5.65,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-16T21:30:00+00:00,422.8,90.9,0.34,4.109,9.95,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-16T21:45:00+00:00,441,90.6,0.36,4.288,5.61,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-16T22:00:00+00:00,440.6,91.1,0.36,4.266,5.65,41.12725,-73.80816667,7.49,
Ada,16,2022-12-16T22:15:00+00:00,436.6,91.5,0.35,4.226,5.91,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-16T22:30:00+00:00,419.2,92.2,0.34,4.187,6.87,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-16T22:45:00+00:00,421.1,91.2,0.34,4.192,5.68,41.12723333,-73.808,7.48,
Ada,16,2022-12-16T23:00:00+00:00,394,91.4,0.32,4.22,6.01,41.12723333,-73.80816667,7.46,
Ada,16,2022-12-16T23:15:00+00:00,389.2,91.3,0.31,4.19,5.98,41.12723333,-73.80816667,7.44,
Ada,16,2022-12-16T23:30:00+00:00,421.6,91.4,0.34,4.15,5.79,41.12725,-73.80816667,7.46,
Ada,16,2022-12-16T23:45:00+00:00,390.4,91.2,0.31,4.156,6.19,41.12723333,-73.80816667,7.44,
Ada,16,2022-12-17T00:00:00+00:00,427.1,91.6,0.34,4.202,5.62,41.12723333,-73.80816667,7.46,
Ada,16,2022-12-17T00:15:00+00:00,425.1,91.8,0.34,4.173,5.92,41.12723333,-73.80816667,7.48,
Ada,16,2022-12-17T00:30:00+00:00,432.6,91.7,0.35,4.204,5.64,41.12723333,-73.80816667,7.47,
Ada,16,2022-12-17T00:45:00+00:00,436.8,91.8,0.35,4.252,5.8,41.12723333,-73.80816667,7.48,
Ada,16,2022-12-17T01:00:00+00:00,437.1,91.9,0.35,4.25,5.82,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-17T01:15:00+00:00,429.7,91.6,0.35,4.227,5.74,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-17T01:30:00+00:00,437.1,90.7,0.35,4.277,6.23,41.12726667,-73.80816667,7.48,
Ada,16,2022-12-17T01:45:00+00:00,437.5,91.4,0.35,4.204,5.97,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-17T02:00:00+00:00,436.4,91.5,0.35,4.165,6.14,41.12726667,-73.80816667,7.5,
Ada,16,2022-12-17T02:15:00+00:00,437.8,91.9,0.35,4.205,5.82,41.12726667,-73.80816667,7.51,
Ada,16,2022-12-17T02:30:00+00:00,441.9,91.9,0.36,4.289,6.14,41.12726667,-73.80816667,7.51,
Ada,16,2022-12-17T02:45:00+00:00,449,91.6,0.36,4.439,5.94,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-17T03:00:00+00:00,444.2,91.6,0.36,4.335,6.04,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-17T03:15:00+00:00,445.2,92,0.36,4.345,5.61,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-17T03:30:00+00:00,444.2,91.8,0.36,4.332,6.36,41.12725,-73.80816667,7.5,
Ada,16,2022-12-17T03:45:00+00:00,443.5,90.4,0.36,4.315,5.86,41.12725,-73.80816667,7.5,
Ada,16,2022-12-17T04:00:00+00:00,446.7,90.4,0.36,4.37,5.65,41.12725,-73.80816667,7.5,
Ada,16,2022-12-17T04:15:00+00:00,448.2,91.7,0.36,4.406,5.93,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-17T04:30:00+00:00,446.1,91.2,0.36,4.374,5.68,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-17T04:45:00+00:00,438.6,91.4,0.35,4.336,5.84,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-17T05:00:00+00:00,447.3,91.3,0.36,4.376,5.82,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-17T05:15:00+00:00,448.1,91.6,0.36,4.367,5.63,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-17T05:30:00+00:00,445.9,91.2,0.36,4.354,5.78,41.12721667,-73.80816667,7.5,
Ada,16,2022-12-17T05:45:00+00:00,448.8,91.7,0.36,4.365,5.83,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-17T06:00:00+00:00,445.1,90.7,0.36,4.347,6.25,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-17T06:15:00+00:00,448.1,91.7,0.36,4.368,5.79,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-17T06:30:00+00:00,444.7,89.3,0.36,4.339,6.24,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-17T06:45:00+00:00,447,90.3,0.36,4.346,6.07,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-17T07:00:00+00:00,444.9,89.3,0.36,4.334,5.73,41.12721667,-73.80816667,7.49,
Ada,16,2022-12-17T07:15:00+00:00,447.9,89.5,0.36,4.358,6.13,41.12723333,-73.80816667,7.49,
Ada,16,2022-12-17T07:30:00+00:00,445.6,88.8,0.36,4.336,6.27,41.12723333,-73.80816667,7.48,
Ada,16,2022-12-17T07:45:00+00:00,444.7,91.1,0.36,4.329,6.24,41.12725,-73.80816667,7.49,
Ada,16,2022-12-17T08:00:00+00:00,449.3,91,0.36,4.391,5.79,41.12725,-73.80816667,7.49,
Ada,16,2022-12-17T08:15:00+00:00,447.5,90,0.36,4.396,5.99,41.12726667,-73.80816667,7.49,
Ada,16,2022-12-17T08:30:00+00:00,444.4,89.7,0.36,4.347,5.97,41.12725,-73.80816667,7.49,
Ada,16,2022-12-17T08:45:00+00:00,446.4,90.7,0.36,4.374,5.9,41.12725,-73.80816667,7.49,
Ada,16,2022-12-17T09:00:00+00:00,441.3,91.3,0.36,4.336,6.21,41.12725,-73.80816667,7.49,
Ada,16,2022-12-17T09:15:00+00:00,442.9,90.6,0.36,4.341,6.14,41.12725,-73.80816667,7.48,
Ada,16,2022-12-17T09:30:00+00:00,441.9,91.5,0.36,4.347,6.21,41.12725,-73.80816667,7.49,
Ada,16,2022-12-17T09:45:00+00:00,440.1,91.2,0.35,4.316,5.47,41.12725,-73.80816667,7.49,
Ada,16,2022-12-17T10:00:00+00:00,440.3,91.6,0.35,4.311,5.16,41.12725,-73.80816667,7.48,
Ada,16,2022-12-17T10:15:00+00:00,439.1,91.5,0.35,4.318,5.37,41.12725,-73.80816667,7.48,
Ada,16,2022-12-17T10:30:00+00:00,449.2,90.6,0.36,4.418,5.24,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T10:45:00+00:00,444.3,90.5,0.36,4.423,5.92,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T11:00:00+00:00,442.4,90.8,0.36,4.362,5.35,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T11:15:00+00:00,442.1,90.6,0.36,4.365,7.66,41.12725,-73.808,7.46,
Ada,16,2022-12-17T11:30:00+00:00,450.6,89.5,0.36,4.446,5.96,41.12725,-73.808,7.46,
Ada,16,2022-12-17T11:45:00+00:00,446.5,90.1,0.36,4.432,5.74,41.12725,-73.808,7.46,
Ada,16,2022-12-17T12:00:00+00:00,456.9,90.2,0.37,4.505,5.77,41.12725,-73.808,7.46,
Ada,16,2022-12-17T12:15:00+00:00,456,90.2,0.37,4.497,6.07,41.12723333,-73.808,7.47,
Ada,16,2022-12-17T12:30:00+00:00,442.7,89.8,0.36,4.378,5.94,41.12723333,-73.808,7.46,
Ada,16,2022-12-17T12:45:00+00:00,447.9,90.2,0.36,4.476,5.79,41.12723333,-73.808,7.47,
Ada,16,2022-12-17T13:00:00+00:00,451.3,90.4,0.36,4.435,5.79,41.12723333,-73.808,7.48,
Ada,16,2022-12-17T13:15:00+00:00,453.2,90.8,0.36,4.482,5.9,41.12723333,-73.808,7.48,
Ada,16,2022-12-17T13:30:00+00:00,449.7,90,0.36,4.428,5.47,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T13:45:00+00:00,449.4,89.4,0.36,4.479,5.75,41.12725,-73.80816667,7.46,
Ada,16,2022-12-17T14:00:00+00:00,450.7,89,0.36,4.492,5.36,41.12726667,-73.80816667,7.46,
Ada,16,2022-12-17T14:15:00+00:00,460.9,89.7,0.37,4.632,5.67,41.12726667,-73.80816667,7.45,
Ada,16,2022-12-17T14:30:00+00:00,453,89.7,0.36,4.552,6.3,41.12725,-73.80816667,7.46,
Ada,16,2022-12-17T14:45:00+00:00,435,90.8,0.35,4.323,5.48,41.12723333,-73.80816667,7.48,
Ada,16,2022-12-17T15:00:00+00:00,452,91.2,0.36,4.495,5.83,41.12723333,-73.80816667,7.47,
Ada,16,2022-12-17T15:15:00+00:00,442.1,91.9,0.36,4.367,5.47,41.12723333,-73.80816667,7.48,
Ada,16,2022-12-17T15:30:00+00:00,433.3,91.5,0.35,4.325,5.79,41.12723333,-73.80816667,7.48,
Ada,16,2022-12-17T15:45:00+00:00,450.2,90.5,0.36,4.52,5.89,41.12725,-73.80816667,7.45,
Ada,16,2022-12-17T16:00:00+00:00,411.7,90.6,0.33,4.257,5.92,41.12725,-73.80816667,7.46,
Ada,16,2022-12-17T16:15:00+00:00,394.8,89.7,0.32,4.07,5.97,41.12725,-73.80816667,7.43,
Ada,16,2022-12-17T16:30:00+00:00,395.4,89.5,0.32,4.048,6.25,41.12725,-73.80816667,7.42,
Ada,16,2022-12-17T16:45:00+00:00,400.2,90,0.32,4.092,6.61,41.12725,-73.80816667,7.41,
Ada,16,2022-12-17T17:00:00+00:00,397.2,90.3,0.32,4.149,5.98,41.12725,-73.80816667,7.42,
Ada,16,2022-12-17T17:15:00+00:00,405.7,90.1,0.33,4.206,6.03,41.12725,-73.80816667,7.42,
Ada,16,2022-12-17T17:30:00+00:00,407.7,90.6,0.33,4.318,5.9,41.12726667,-73.80816667,7.42,
Ada,16,2022-12-17T17:45:00+00:00,409.6,91,0.33,4.423,5.58,41.12726667,-73.80816667,7.42,
Ada,16,2022-12-17T18:00:00+00:00,412.1,91.5,0.33,4.464,5.53,41.12726667,-73.80816667,7.43,
Ada,16,2022-12-17T18:15:00+00:00,412.7,91.8,0.33,4.505,5.63,41.12726667,-73.80816667,7.43,
Ada,16,2022-12-17T18:30:00+00:00,412.6,92.2,0.33,4.543,5.58,41.12725,-73.80816667,7.44,
Ada,16,2022-12-17T18:45:00+00:00,414.1,92.5,0.33,4.599,4.94,41.12725,-73.80816667,7.44,
Ada,16,2022-12-17T19:00:00+00:00,415.7,93.4,0.33,4.691,5.76,41.12725,-73.808,7.44,
Ada,16,2022-12-17T19:15:00+00:00,413.1,93.3,0.33,4.697,5.75,41.12723333,-73.808,7.45,
Ada,16,2022-12-17T19:30:00+00:00,414.1,92.8,0.33,4.667,5.99,41.12725,-73.808,7.44,
Ada,16,2022-12-17T19:45:00+00:00,415.6,92.4,0.33,4.69,5.99,41.12725,-73.808,7.45,
Ada,16,2022-12-17T20:00:00+00:00,418.6,92.7,0.33,4.694,5.81,41.12725,-73.808,7.45,
Ada,16,2022-12-17T20:15:00+00:00,420.4,93.1,0.33,4.714,5.77,41.12726667,-73.808,7.45,
Ada,16,2022-12-17T20:30:00+00:00,422.3,93.2,0.34,4.748,5.19,41.12726667,-73.80816667,7.45,
Ada,16,2022-12-17T20:45:00+00:00,423.3,93.3,0.34,4.708,5.69,41.12726667,-73.80816667,7.46,
Ada,16,2022-12-17T21:00:00+00:00,425.4,93.7,0.34,4.782,6.08,41.12728333,-73.80816667,7.45,
Ada,16,2022-12-17T21:15:00+00:00,446.3,94.6,0.35,5.029,6.54,41.12728333,-73.80816667,7.45,
Ada,16,2022-12-17T21:30:00+00:00,449.6,94,0.36,4.879,6,41.12728333,-73.80816667,7.46,
Ada,16,2022-12-17T21:45:00+00:00,455.7,95.6,0.36,4.983,5.76,41.12726667,-73.80816667,7.47,
Ada,16,2022-12-17T22:00:00+00:00,452.5,95.5,0.36,5.093,5.31,41.12726667,-73.80816667,7.46,
Ada,16,2022-12-17T22:15:00+00:00,457.1,95.8,0.36,5.073,5.31,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T22:30:00+00:00,455.4,96.3,0.36,5.098,5.18,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T22:45:00+00:00,455.3,96.3,0.36,5.106,6,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T23:00:00+00:00,457.5,96.9,0.36,5.198,5.87,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T23:15:00+00:00,445.9,96.1,0.35,4.99,6.35,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T23:30:00+00:00,439.9,95.1,0.35,4.855,33.41,41.12725,-73.80816667,7.47,
Ada,16,2022-12-17T23:45:00+00:00,449.5,95.2,0.36,4.955,6.24,41.12725,-73.80816667,7.47,
Ada,16,2022-12-18T00:00:00+00:00,441.9,95.4,0.35,4.927,6.18,41.12725,-73.80816667,7.47,
Ada,16,2022-12-18T00:15:00+00:00,455.3,96,0.36,5.124,6.15,41.12725,-73.80816667,7.46,
Ada,16,2022-12-18T00:30:00+00:00,451.8,95.3,0.36,4.978,6.32,41.12725,-73.80816667,7.47,
Ada,16,2022-12-18T00:45:00+00:00,452.1,95.6,0.36,5.026,6.29,41.12725,-73.80816667,7.47,
Ada,16,2022-12-18T01:00:00+00:00,452.1,96.3,0.36,5.024,5.65,41.12725,-73.80816667,7.47,
Ada,16,2022-12-18T01:15:00+00:00,449.4,96.1,0.35,5.03,5.53,41.12726667,-73.80816667,7.48,
Ada,16,2022-12-18T01:30:00+00:00,453.2,96.4,0.36,5.076,5.57,41.12728333,-73.80816667,7.48,
Ada,16,2022-12-18T01:45:00+00:00,454.3,96.2,0.36,5.05,5.54,41.12728333,-73.80816667,7.48,
Ada,16,2022-12-18T02:00:00+00:00,454.5,96.2,0.36,5.041,5.85,41.12728333,-73.80816667,7.48,
Ada,16,2022-12-18T02:15:00+00:00,457.6,96.2,0.36,5.116,6.09,41.12728333,-73.80816667,7.48,
