measurement,deployment_id,timestamp,sensors/Cond,sensors/DOpct,sensors/Sal,sensors/Temp,sensors/Turb,sensors/lat,sensors/lon,sensors/pH,
Ada,12,2022-04-16T01:45:00+00:00,537.5,194.1,0.33,14.22,10.57,41.12725,-73.80816667,9.26,
Ada,12,2022-04-16T02:00:00+00:00,533.4,194.6,0.33,14.25,11.44,41.12725,-73.80816667,9.27,
Ada,12,2022-04-16T02:15:00+00:00,528.6,194.9,0.33,14.03,10.92,41.12725,-73.80816667,9.26,
Ada,12,2022-04-16T02:30:00+00:00,531.5,196.1,0.33,14,12.84,41.12723333,-73.80816667,9.26,
Ada,12,2022-04-16T02:45:00+00:00,530.9,195.6,0.33,14.23,13.5,41.12723333,-73.80816667,9.26,
Ada,12,2022-04-16T03:00:00+00:00,527.6,197.1,0.33,13.84,11.01,41.12723333,-73.80816667,9.27,
Ada,12,2022-04-16T03:15:00+00:00,528.9,195,0.33,14.15,11.55,41.12725,-73.80816667,9.26,
Ada,12,2022-04-16T03:30:00+00:00,528.7,194.9,0.33,14.06,15.98,41.12726667,-73.80816667,9.25,
Ada,12,2022-04-16T03:45:00+00:00,529.7,195.4,0.33,14.18,13.58,41.12726667,-73.80816667,9.25,
Ada,12,2022-04-16T04:00:00+00:00,531.2,192.2,0.33,14.08,17.5,41.12726667,-73.80816667,9.25,
Ada,12,2022-04-16T04:15:00+00:00,529.7,195.4,0.33,14,12.36,41.12726667,-73.808,9.25,
Ada,12,2022-04-16T04:30:00+00:00,529.2,193.4,0.33,14.03,12.39,41.12726667,-73.808,9.24,
Ada,12,2022-04-16T04:45:00+00:00,531.6,195.9,0.33,13.93,10.95,41.12728333,-73.808,9.26,
Ada,12,2022-04-16T05:00:00+00:00,524.9,192.3,0.33,14,12.76,41.12726667,-73.808,9.25,
Ada,12,2022-04-16T05:15:00+00:00,526.4,195.8,0.33,13.9,11.84,41.12726667,-73.808,9.26,
Ada,12,2022-04-16T05:30:00+00:00,525.3,193.8,0.33,14.01,12.83,41.12725,-73.808,9.25,
Ada,12,2022-04-16T05:45:00+00:00,526.1,194.4,0.33,13.81,11.55,41.12725,-73.808,9.25,
Ada,12,2022-04-16T06:00:00+00:00,527.6,193.2,0.33,13.86,12.11,41.12723333,-73.80816667,9.25,
Ada,12,2022-04-16T06:15:00+00:00,530.3,193,0.33,13.98,12.01,41.12725,-73.80816667,9.24,
Ada,12,2022-04-16T06:30:00+00:00,528.9,195,0.33,13.9,14.07,41.12725,-73.80816667,9.26,
Ada,12,2022-04-16T06:45:00+00:00,527.6,194.7,0.33,13.74,12.28,41.12725,-73.80816667,9.25,
Ada,12,2022-04-16T07:00:00+00:00,527.6,185.3,0.33,13.9,13.16,41.12726667,-73.80816667,9.23,
Ada,12,2022-04-16T07:15:00+00:00,528.3,191.1,0.33,13.79,12.44,41.12725,-73.80816667,9.25,
Ada,12,2022-04-16T07:30:00+00:00,530.4,188.2,0.33,13.79,15.8,41.12725,-73.80816667,9.22,
Ada,12,2022-04-16T07:45:00+00:00,531.2,177.8,0.33,13.65,11.37,41.12725,-73.80816667,9.17,
Ada,12,2022-04-16T08:00:00+00:00,531.4,185.4,0.33,13.93,10.75,41.12723333,-73.80816667,9.15,
Ada,12,2022-04-16T08:15:00+00:00,535.1,183.4,0.33,13.82,12.18,41.12725,-73.80816667,9.19,
Ada,12,2022-04-16T08:30:00+00:00,530.5,187.3,0.33,13.77,13.05,41.12725,-73.80816667,9.2,
Ada,12,2022-04-16T08:45:00+00:00,527.2,181,0.33,13.78,14.6,41.12726667,-73.80816667,9.16,
Ada,12,2022-04-16T09:00:00+00:00,525.1,181.1,0.33,13.69,13.27,41.12726667,-73.80816667,9.06,
Ada,12,2022-04-16T09:15:00+00:00,530.5,178.9,0.33,13.76,10.63,41.12726667,-73.808,9.15,
Ada,12,2022-04-16T09:30:00+00:00,530.7,176.9,0.33,13.78,11.43,41.12726667,-73.80816667,9.13,
Ada,12,2022-04-16T09:45:00+00:00,533.2,179,0.33,13.72,12.39,41.12726667,-73.80816667,9.15,
Ada,12,2022-04-16T10:00:00+00:00,530.2,169.7,0.33,13.78,11.52,41.12726667,-73.80816667,9.1,
Ada,12,2022-04-16T10:15:00+00:00,533.7,178.3,0.33,13.66,11.34,41.12726667,-73.80816667,9.15,
Ada,12,2022-04-16T10:30:00+00:00,534.6,180.6,0.33,13.69,10.34,41.12726667,-73.80816667,9.18,
Ada,12,2022-04-16T10:45:00+00:00,534.6,181.7,0.33,13.73,10.75,41.12725,-73.808,9.16,
Ada,12,2022-04-16T11:00:00+00:00,536.7,174.9,0.34,13.75,10.98,41.12726667,-73.80816667,9.09,
Ada,12,2022-04-16T11:15:00+00:00,534.8,175.4,0.34,13.61,10.91,41.12726667,-73.80816667,9.07,
Ada,12,2022-04-16T11:30:00+00:00,543.6,176.5,0.34,13.69,10.8,41.12726667,-73.80816667,9.13,
Ada,12,2022-04-16T11:45:00+00:00,538.3,177,0.34,13.7,10.52,41.12725,-73.808,9.13,
Ada,12,2022-04-16T12:00:00+00:00,532.3,153.8,0.33,13.46,11.45,41.12725,-73.808,9.04,
Ada,12,2022-04-16T12:15:00+00:00,528.1,155.9,0.33,13.71,11.32,41.12725,-73.808,8.49,
Ada,12,2022-04-16T12:30:00+00:00,531.7,131,0.33,13.54,11.4,41.12725,-73.808,8.32,
Ada,12,2022-04-16T12:45:00+00:00,531.1,139.5,0.33,13.42,11.11,41.12726667,-73.808,8.42,
Ada,12,2022-04-16T13:00:00+00:00,529.5,127.7,0.33,13.45,11.93,41.12726667,-73.808,8.38,
Ada,12,2022-04-16T13:15:00+00:00,528.1,125.6,0.33,13.51,12.45,41.12726667,-73.80816667,8.26,
Ada,12,2022-04-16T13:30:00+00:00,546.8,150.9,0.34,13.45,10.03,41.12726667,-73.80816667,8.42,
Ada,12,2022-04-16T13:45:00+00:00,537.6,163,0.34,13.51,13.14,41.12726667,-73.80816667,8.65,
Ada,12,2022-04-16T14:00:00+00:00,537.7,158.4,0.34,13.48,11.95,41.12728333,-73.80816667,8.76,
Ada,12,2022-04-16T14:15:00+00:00,539,141.7,0.34,13.46,11.87,41.12728333,-73.80816667,8.58,
Ada,12,2022-04-16T14:30:00+00:00,542.5,165.2,0.34,13.61,11.6,41.12726667,-73.80816667,8.71,
Ada,12,2022-04-16T14:45:00+00:00,549.6,172.8,0.34,13.66,17.05,41.12726667,-73.80816667,8.77,
Ada,12,2022-04-16T15:00:00+00:00,540.7,159.9,0.34,13.55,15.8,41.12726667,-73.80816667,8.85,
Ada,12,2022-04-16T15:15:00+00:00,531.6,140.3,0.34,13.4,13.65,41.12726667,-73.808,8.58,
Ada,12,2022-04-16T15:30:00+00:00,537.6,149.4,0.34,13.54,12.47,41.12726667,-73.808,8.62,
Ada,12,2022-04-16T15:45:00+00:00,543.4,159.1,0.34,13.52,13.75,41.12725,-73.80816667,8.75,
Ada,12,2022-04-16T16:00:00+00:00,543.1,173.8,0.34,13.49,18.46,41.12725,-73.80816667,8.98,
Ada,12,2022-04-16T16:15:00+00:00,543.1,157.7,0.34,13.61,10.57,41.12726667,-73.80816667,8.94,
Ada,12,2022-04-16T16:30:00+00:00,540.6,173.3,0.34,13.45,14.96,41.12726667,-73.80816667,8.93,
Ada,12,2022-04-16T16:45:00+00:00,542.5,158.6,0.34,13.9,25.64,41.12726667,-73.80816667,8.87,
Ada,12,2022-04-16T17:00:00+00:00,540.4,159.7,0.34,13.59,14.61,41.12725,-73.80816667,8.8,
Ada,12,2022-04-16T17:15:00+00:00,549.5,167,0.34,13.77,15.91,41.12725,-73.80816667,8.9,
Ada,12,2022-04-16T17:30:00+00:00,547.1,179.3,0.34,13.5,13.8,41.12725,-73.80816667,9.11,
Ada,12,2022-04-16T17:45:00+00:00,548,181.1,0.34,13.62,13.67,41.12725,-73.80816667,9.14,
Ada,12,2022-04-16T18:00:00+00:00,549.2,185.7,0.34,13.63,16.02,41.12725,-73.80816667,9.19,
Ada,12,2022-04-16T18:15:00+00:00,551.1,183.2,0.34,13.72,15.06,41.12726667,-73.80816667,9.14,
Ada,12,2022-04-16T18:30:00+00:00,549.5,173.8,0.34,13.81,13.28,41.12728333,-73.80816667,9.14,
Ada,12,2022-04-16T18:45:00+00:00,549.9,180.6,0.34,14.15,13.97,41.12728333,-73.80816667,9.16,
Ada,12,2022-04-16T19:00:00+00:00,554.6,187.6,0.35,13.74,14,41.12728333,-73.80816667,9.19,
Ada,12,2022-04-16T19:15:00+00:00,552.8,186.8,0.35,13.83,13.69,41.12728333,-73.80816667,9.19,
Ada,12,2022-04-16T19:30:00+00:00,549,179.9,0.34,13.94,15.03,41.12726667,-73.80816667,9.16,
Ada,12,2022-04-16T19:45:00+00:00,548.6,193,0.34,13.72,23.78,41.12726667,-73.80816667,9.19,
Ada,12,2022-04-16T20:00:00+00:00,547.9,183.5,0.34,13.8,15.4,41.12726667,-73.80816667,9.2,
Ada,12,2022-04-16T20:15:00+00:00,553.5,191.3,0.35,13.74,14.94,41.12725,-73.80816667,9.24,
Ada,12,2022-04-16T20:30:00+00:00,554.5,193.8,0.35,13.86,20.22,41.12725,-73.80816667,9.27,
Ada,12,2022-04-16T20:45:00+00:00,554.3,192.6,0.35,13.93,14.31,41.12725,-73.80816667,9.29,
Ada,12,2022-04-16T21:00:00+00:00,553.7,188.1,0.34,14.07,15.23,41.12725,-73.80816667,9.24,
Ada,12,2022-04-16T21:15:00+00:00,553.6,189.5,0.35,13.84,16.99,41.12725,-73.80816667,9.23,
Ada,12,2022-04-16T21:30:00+00:00,544.1,192.9,0.34,13.82,15.33,41.12725,-73.80816667,9.18,
Ada,12,2022-04-16T21:45:00+00:00,554,186.6,0.34,14.06,15.12,41.12725,-73.80816667,9.2,
Ada,12,2022-04-16T22:00:00+00:00,556.5,192.6,0.34,14.22,24.35,41.12723333,-73.80816667,9.23,
Ada,12,2022-04-16T22:15:00+00:00,585.8,184.7,0.36,14.74,46.09,41.12721667,-73.80816667,9.26,
Ada,12,2022-04-16T22:30:00+00:00,591.4,172.4,0.36,15.47,19.6,41.12721667,-73.80816667,9.2,
Ada,12,2022-04-16T22:45:00+00:00,559,178.5,0.34,14.78,16.2,41.1272,-73.80816667,9.28,
Ada,12,2022-04-16T23:00:00+00:00,553.8,176.8,0.34,14.61,16.61,41.1272,-73.80816667,9.22,
Ada,12,2022-04-16T23:15:00+00:00,563.4,182.1,0.35,14.55,13.99,41.1272,-73.80816667,9.21,
Ada,12,2022-04-16T23:30:00+00:00,565.3,188.7,0.35,14.64,26.68,41.12721667,-73.80816667,9.27,
Ada,12,2022-04-16T23:45:00+00:00,580.8,173.8,0.35,15.34,16.8,41.12721667,-73.80816667,9.24,
Ada,12,2022-04-17T00:00:00+00:00,568.1,173.9,0.35,14.6,18.24,41.12721667,-73.80816667,9.27,
Ada,12,2022-04-17T00:15:00+00:00,600.8,171,0.36,15.47,41.73,41.12723333,-73.80816667,9.23,
Ada,12,2022-04-17T00:30:00+00:00,561.3,183.7,0.35,14.22,21.13,41.12723333,-73.80816667,9.27,
Ada,12,2022-04-17T00:45:00+00:00,579,175.1,0.35,15,39.99,41.12723333,-73.80816667,9.2,
Ada,12,2022-04-17T01:00:00+00:00,572.7,175.9,0.35,14.44,50.46,41.12723333,-73.808,9.21,
Ada,12,2022-04-17T01:15:00+00:00,576.2,171,0.35,14.86,24.36,41.12723333,-73.80816667,9.19,
Ada,12,2022-04-17T01:30:00+00:00,569.3,172.8,0.35,14.45,20.85,41.12723333,-73.808,9.21,
Ada,12,2022-04-17T01:45:00+00:00,568.6,194.6,0.35,14.18,83.4,41.12723333,-73.80816667,9.3,
Ada,12,2022-04-17T02:00:00+00:00,568.8,178.2,0.35,14.57,27.45,41.12723333,-73.80816667,9.26,
Ada,12,2022-04-17T02:15:00+00:00,564.9,189,0.35,14.13,21.28,41.12723333,-73.80816667,9.29,
Ada,12,2022-04-17T02:30:00+00:00,575.9,180.5,0.36,14.13,22.61,41.12721667,-73.80816667,9.26,
Ada,12,2022-04-17T02:45:00+00:00,585.9,176.8,0.36,14.22,21.51,41.12721667,-73.80816667,9.23,
Ada,12,2022-04-17T03:00:00+00:00,547.1,184.7,0.34,14.04,20.66,41.12723333,-73.80816667,9.2,
Ada,12,2022-04-17T03:15:00+00:00,532.1,166,0.33,13.83,24.78,41.12725,-73.80816667,9.15,
Ada,12,2022-04-17T03:30:00+00:00,549.3,163.5,0.34,13.73,22.74,41.12725,-73.80816667,9.01,
Ada,12,2022-04-17T03:45:00+00:00,549.4,162.8,0.34,13.81,26.09,41.12725,-73.808,8.96,
Ada,12,2022-04-17T04:00:00+00:00,552.1,151.4,0.34,13.8,23.16,41.12726667,-73.808,9.01,
Ada,12,2022-04-17T04:15:00+00:00,548.8,160.3,0.34,13.71,23.17,41.12726667,-73.808,8.97,
Ada,12,2022-04-17T04:30:00+00:00,547.8,160.5,0.34,13.67,24.55,41.12726667,-73.808,9,
Ada,12,2022-04-17T04:45:00+00:00,544.8,164.5,0.34,13.69,23.59,41.12725,-73.808,9.02,
Ada,12,2022-04-17T05:00:00+00:00,548.5,167.1,0.34,13.61,25.63,41.12725,-73.808,9.05,
Ada,12,2022-04-17T05:15:00+00:00,546.2,174.6,0.34,13.6,24.18,41.12723333,-73.808,9.07,
Ada,12,2022-04-17T05:30:00+00:00,544.6,169.2,0.34,13.64,25.44,41.12723333,-73.808,9.06,
Ada,12,2022-04-17T05:45:00+00:00,546.3,170.9,0.34,13.61,30.09,41.12723333,-73.808,9.11,
Ada,12,2022-04-17T06:00:00+00:00,550,165.8,0.35,13.59,27.47,41.12721667,-73.80816667,9.1,
Ada,12,2022-04-17T06:15:00+00:00,541.2,172.4,0.34,13.6,28.92,41.12723333,-73.80816667,9.1,
Ada,12,2022-04-17T06:30:00+00:00,547.7,170,0.34,13.55,29.49,41.12725,-73.80816667,9.11,
Ada,12,2022-04-17T06:45:00+00:00,548.8,174.6,0.35,13.52,28.47,41.12725,-73.80816667,9.12,
Ada,12,2022-04-17T07:00:00+00:00,546.9,169.1,0.34,13.51,29.09,41.12725,-73.80816667,9.1,
Ada,12,2022-04-17T07:15:00+00:00,546.5,177.4,0.34,13.5,31.88,41.12725,-73.80816667,9.08,
Ada,12,2022-04-17T07:30:00+00:00,548.8,169.9,0.35,13.49,30.97,41.12725,-73.80816667,9.1,
Ada,12,2022-04-17T07:45:00+00:00,550.1,165.7,0.35,13.46,32.3,41.12723333,-73.80816667,9.12,
Ada,12,2022-04-17T08:00:00+00:00,547.9,177.8,0.35,13.46,35.64,41.12723333,-73.80816667,9.16,
Ada,12,2022-04-17T08:15:00+00:00,550.5,180.4,0.35,13.4,35.68,41.12723333,-73.80816667,9.19,
Ada,12,2022-04-17T08:30:00+00:00,553.1,178.2,0.35,13.46,59.62,41.12723333,-73.80816667,9.15,
Ada,12,2022-04-17T08:45:00+00:00,550.7,184.4,0.35,13.43,39.49,41.12725,-73.80816667,9.17,
Ada,12,2022-04-17T09:00:00+00:00,552.1,185,0.35,13.53,37.71,41.12725,-73.80816667,9.21,
Ada,12,2022-04-17T09:15:00+00:00,539.3,153.4,0.34,13.74,40.26,41.12725,-73.80816667,9.11,
Ada,12,2022-04-17T09:30:00+00:00,545.5,129.6,0.34,13.78,40.01,41.12725,-73.80816667,8.68,
Ada,12,2022-04-17T09:45:00+00:00,548.5,134.9,0.34,13.74,31.55,41.12725,-73.80816667,8.59,
Ada,12,2022-04-17T10:00:00+00:00,543.9,124.8,0.34,13.62,38.06,41.12726667,-73.80816667,8.55,
Ada,12,2022-04-17T10:15:00+00:00,544.3,122.4,0.34,13.44,88.7,41.12725,-73.80816667,8.52,
Ada,12,2022-04-17T10:30:00+00:00,544,125.6,0.34,13.43,25.62,41.12725,-73.80816667,8.49,
Ada,12,2022-04-17T10:45:00+00:00,535.1,139.1,0.34,13.4,25.97,41.12725,-73.80816667,8.49,
Ada,12,2022-04-17T11:00:00+00:00,544.5,128.4,0.34,13.39,23.04,41.12725,-73.80816667,8.48,
Ada,12,2022-04-17T11:15:00+00:00,542.6,128.3,0.34,13.35,27.47,41.12725,-73.808,8.47,
Ada,12,2022-04-17T11:30:00+00:00,544.3,127,0.34,13.28,36.56,41.12725,-73.808,8.48,
Ada,12,2022-04-17T11:45:00+00:00,548.2,133,0.35,13.29,19.61,41.12725,-73.808,8.51,
Ada,12,2022-04-17T12:00:00+00:00,546.3,134.6,0.35,13.26,27.13,41.12725,-73.808,8.52,
Ada,12,2022-04-17T12:15:00+00:00,548,137.6,0.35,13.26,19.71,41.12725,-73.808,8.55,
Ada,12,2022-04-17T12:30:00+00:00,545.5,134.8,0.35,13.18,18.2,41.12725,-73.808,8.55,
Ada,12,2022-04-17T12:45:00+00:00,548.1,141.1,0.35,13.24,20.11,41.12725,-73.808,8.61,
Ada,12,2022-04-17T13:00:00+00:00,549.6,145,0.35,13.31,19.62,41.12725,-73.808,8.69,
Ada,12,2022-04-17T13:15:00+00:00,549.9,145.2,0.35,13.32,26.64,41.12725,-73.80816667,8.73,
Ada,12,2022-04-17T13:30:00+00:00,550.1,145.7,0.35,13.24,17.86,41.12726667,-73.80816667,8.73,
Ada,12,2022-04-17T13:45:00+00:00,551.8,146.4,0.35,13.37,19.1,41.12728333,-73.80816667,8.74,
Ada,12,2022-04-17T14:00:00+00:00,552.5,146.7,0.35,13.5,17.26,41.12728333,-73.80816667,8.76,
Ada,12,2022-04-17T14:15:00+00:00,555.7,148,0.35,13.56,17.39,41.12726667,-73.80816667,8.78,
Ada,12,2022-04-17T14:30:00+00:00,560.8,147.2,0.35,13.65,10.31,41.12725,-73.80816667,8.74,
Ada,12,2022-04-17T14:45:00+00:00,561.9,147.5,0.35,13.7,23.38,41.12725,-73.80816667,8.73,
Ada,12,2022-04-17T15:00:00+00:00,560.9,148.4,0.35,13.81,21.86,41.12725,-73.808,8.76,
Ada,12,2022-04-17T15:15:00+00:00,561.5,148.9,0.35,13.86,70.32,41.12723333,-73.80816667,8.8,
Ada,12,2022-04-17T15:30:00+00:00,563.3,149.2,0.35,13.95,12.41,41.12723333,-73.80816667,8.81,
Ada,12,2022-04-17T15:45:00+00:00,564.3,147.8,0.35,14.02,135.4,41.12723333,-73.80816667,8.8,
Ada,12,2022-04-17T16:00:00+00:00,566.5,148.6,0.35,14.06,11.4,41.12725,-73.80816667,8.8,
Ada,12,2022-04-17T16:15:00+00:00,567.5,148.4,0.35,14.11,13.02,41.12725,-73.80816667,8.79,
Ada,12,2022-04-17T16:30:00+00:00,569.6,148.8,0.35,14.19,10.74,41.12725,-73.80816667,8.79,
Ada,12,2022-04-17T16:45:00+00:00,570.8,150.5,0.35,14.38,12.07,41.12726667,-73.80816667,8.82,
Ada,12,2022-04-17T17:00:00+00:00,572.1,152,0.35,14.47,10.65,41.12725,-73.80816667,8.87,
Ada,12,2022-04-17T17:15:00+00:00,575,151,0.35,14.55,11.26,41.12726667,-73.80816667,8.87,
Ada,12,2022-04-17T17:30:00+00:00,575.8,150.1,0.35,14.52,12.43,41.12723333,-73.80816667,8.82,
Ada,12,2022-04-17T17:45:00+00:00,576.6,151.5,0.35,14.64,15.17,41.12721667,-73.80816667,8.84,
Ada,12,2022-04-17T18:00:00+00:00,578.7,150.7,0.35,14.65,11.56,41.12723333,-73.80816667,8.83,
Ada,12,2022-04-17T18:15:00+00:00,580.2,154.6,0.35,14.79,12.26,41.12726667,-73.80816667,8.89,
Ada,12,2022-04-17T18:30:00+00:00,580.5,153.9,0.35,14.79,12.35,41.12726667,-73.80816667,8.91,
Ada,12,2022-04-17T18:45:00+00:00,580.8,151.9,0.35,14.82,12.19,41.12726667,-73.80816667,8.88,
Ada,12,2022-04-17T19:00:00+00:00,583.4,150.8,0.36,14.85,9.16,41.12726667,-73.80816667,8.84,
Ada,12,2022-04-17T19:15:00+00:00,584.7,156.8,0.35,15.17,13.69,41.12726667,-73.80816667,8.89,
Ada,12,2022-04-17T19:30:00+00:00,586.2,155.4,0.35,15.12,10.28,41.12725,-73.80816667,8.94,
Ada,12,2022-04-17T19:45:00+00:00,586.7,157,0.35,15.25,11.93,41.12726667,-73.80816667,8.94,
Ada,12,2022-04-17T20:00:00+00:00,584.6,159.4,0.36,14.9,12.26,41.12725,-73.80816667,8.97,
Ada,12,2022-04-17T20:15:00+00:00,581.8,158.9,0.35,14.83,15.46,41.12723333,-73.80816667,8.96,
Ada,12,2022-04-17T20:30:00+00:00,585.5,159.9,0.36,15.03,13.55,41.12723333,-73.80816667,9.01,
Ada,12,2022-04-17T20:45:00+00:00,585.1,161.9,0.35,15.16,14.08,41.12723333,-73.80816667,9.04,
Ada,12,2022-04-17T21:00:00+00:00,587.2,163.8,0.35,15.22,11.85,41.12723333,-73.80816667,9.08,
Ada,12,2022-04-17T21:15:00+00:00,587.2,160.4,0.35,15.25,11.96,41.12723333,-73.80816667,9.07,
Ada,12,2022-04-17T21:30:00+00:00,588.2,164.6,0.35,15.3,9.06,41.12723333,-73.80816667,9.12,
Ada,12,2022-04-17T21:45:00+00:00,589.4,162.4,0.36,15.26,13.59,41.12723333,-73.80816667,9.1,
Ada,12,2022-04-17T22:00:00+00:00,588.4,161.9,0.36,15.18,10.76,41.12721667,-73.80816667,9.08,
Ada,12,2022-04-17T22:15:00+00:00,586.7,158.6,0.36,15.15,13.99,41.12721667,-73.80816667,9.06,
Ada,12,2022-04-17T22:30:00+00:00,584.9,156.5,0.35,15.05,24.75,41.12721667,-73.80816667,9.04,
Ada,12,2022-04-17T22:45:00+00:00,581.5,155.2,0.35,14.9,15.05,41.12721667,-73.80816667,9.02,
Ada,12,2022-04-17T23:00:00+00:00,582,156.7,0.35,14.85,14.21,41.12721667,-73.80816667,9.03,
Ada,12,2022-04-17T23:15:00+00:00,579.6,154.7,0.35,14.77,9.83,41.12721667,-73.80816667,9.05,
Ada,12,2022-04-17T23:30:00+00:00,579.7,155.7,0.35,14.74,11.15,41.12721667,-73.80816667,9.05,
Ada,12,2022-04-17T23:45:00+00:00,579,154.8,0.35,14.68,10.72,41.12721667,-73.80816667,9.04,
Ada,12,2022-04-18T00:00:00+00:00,580.7,154.9,0.36,14.59,13.25,41.12723333,-73.80816667,9.04,
Ada,12,2022-04-18T00:15:00+00:00,579.7,154.1,0.36,14.53,14.21,41.12723333,-73.80816667,9.03,
Ada,12,2022-04-18T00:30:00+00:00,577.9,153.1,0.36,14.48,10.03,41.12723333,-73.80816667,9.03,
Ada,12,2022-04-18T00:45:00+00:00,577,150.8,0.36,14.45,11.65,41.12723333,-73.80816667,9.01,
Ada,12,2022-04-18T01:00:00+00:00,576.4,152.8,0.36,14.26,9.8,41.12723333,-73.80816667,9.04,
Ada,12,2022-04-18T01:15:00+00:00,576.6,147.4,0.36,14.23,9.15,41.12725,-73.80816667,8.97,
Ada,12,2022-04-18T01:30:00+00:00,576.7,147.4,0.36,14.18,9.33,41.12725,-73.80816667,8.96,
Ada,12,2022-04-18T01:45:00+00:00,576.5,149.1,0.36,14.14,9.64,41.12725,-73.80816667,8.93,
Ada,12,2022-04-18T02:00:00+00:00,577.6,145.8,0.36,14.07,9.68,41.12725,-73.80816667,8.9,
Ada,12,2022-04-18T02:15:00+00:00,575.7,144.5,0.36,14,9.96,41.12723333,-73.80816667,8.91,
Ada,12,2022-04-18T02:30:00+00:00,575.3,141.8,0.36,13.95,10.25,41.12721667,-73.80816667,8.91,
Ada,12,2022-04-18T02:45:00+00:00,574.1,144.4,0.36,13.92,10.12,41.12723333,-73.80816667,8.91,
Ada,12,2022-04-18T03:00:00+00:00,577.5,150.2,0.36,13.82,10.87,41.12723333,-73.80816667,8.89,
Ada,12,2022-04-18T03:15:00+00:00,573.6,141.7,0.36,13.76,10.41,41.12726667,-73.80816667,8.88,
Ada,12,2022-04-18T03:30:00+00:00,576.9,147.4,0.36,13.72,13.83,41.12726667,-73.80816667,8.9,
Ada,12,2022-04-18T03:45:00+00:00,573.9,154,0.36,13.66,10.33,41.12726667,-73.808,8.95,
Ada,12,2022-04-18T04:00:00+00:00,570.7,140.5,0.36,13.63,9.26,41.12726667,-73.808,8.91,
Ada,12,2022-04-18T04:15:00+00:00,570.1,138.2,0.36,13.57,9.65,41.12726667,-73.808,8.88,
Ada,12,2022-04-18T04:30:00+00:00,570.2,136.2,0.36,13.5,9.33,41.12726667,-73.808,8.84,
Ada,12,2022-04-18T04:45:00+00:00,569.7,134,0.36,13.46,9.43,41.12726667,-73.808,8.85,
Ada,12,2022-04-18T05:00:00+00:00,578.4,146,0.37,13.44,9.04,41.12725,-73.808,8.85,
Ada,12,2022-04-18T05:15:00+00:00,567.8,135.4,0.36,13.4,8.45,41.12725,-73.808,8.8,
Ada,12,2022-04-18T05:30:00+00:00,568.9,133.3,0.36,13.33,8.38,41.12723333,-73.808,8.79,
Ada,12,2022-04-18T05:45:00+00:00,570,133.3,0.36,13.28,8.81,41.12723333,-73.808,8.8,
Ada,12,2022-04-18T06:00:00+00:00,568.8,136.4,0.36,13.25,9.08,41.12723333,-73.808,8.78,
Ada,12,2022-04-18T06:15:00+00:00,565.4,132.2,0.36,13.19,8.61,41.12725,-73.80816667,8.76,
Ada,12,2022-04-18T06:30:00+00:00,562.4,134.2,0.36,13.15,9.11,41.12725,-73.80816667,8.76,
Ada,12,2022-04-18T06:45:00+00:00,563.8,134.1,0.36,13.11,8.69,41.12725,-73.80816667,8.74,
Ada,12,2022-04-18T07:00:00+00:00,571.7,143.9,0.36,13.04,8.88,41.12725,-73.80816667,8.71,
Ada,12,2022-04-18T07:15:00+00:00,566.6,131.5,0.36,13.04,8.8,41.12725,-73.80816667,8.69,
Ada,12,2022-04-18T07:30:00+00:00,561.9,128.3,0.36,12.98,8.78,41.12723333,-73.80816667,8.68,
Ada,12,2022-04-18T07:45:00+00:00,564.4,129.4,0.36,12.91,9.7,41.12723333,-73.80816667,8.66,
Ada,12,2022-04-18T08:00:00+00:00,562.6,132,0.36,12.87,10.18,41.12723333,-73.80816667,8.7,
Ada,12,2022-04-18T08:15:00+00:00,562.8,126.4,0.36,12.83,9.59,41.12725,-73.80816667,8.66,
Ada,12,2022-04-18T08:30:00+00:00,562,125.1,0.36,12.77,10.29,41.12725,-73.80816667,8.65,
Ada,12,2022-04-18T08:45:00+00:00,557.7,125.4,0.36,12.72,9.45,41.12725,-73.80816667,8.61,
Ada,12,2022-04-18T09:00:00+00:00,558.4,124.7,0.36,12.67,9.1,41.12726667,-73.80816667,8.66,
Ada,12,2022-04-18T09:15:00+00:00,559.1,130.9,0.36,12.63,9.78,41.12726667,-73.80816667,8.68,
Ada,12,2022-04-18T09:30:00+00:00,556,122.3,0.36,12.58,9.79,41.12726667,-73.80816667,8.63,
Ada,12,2022-04-18T09:45:00+00:00,557.4,122.4,0.36,12.55,10.17,41.12726667,-73.80816667,8.63,
Ada,12,2022-04-18T10:00:00+00:00,556.2,123.4,0.36,12.49,9.65,41.12726667,-73.80816667,8.61,
Ada,12,2022-04-18T10:15:00+00:00,555.3,121.7,0.36,12.43,9.35,41.12726667,-73.80816667,8.59,
Ada,12,2022-04-18T10:30:00+00:00,553.7,129.8,0.36,12.39,9.36,41.12726667,-73.80816667,8.64,
Ada,12,2022-04-18T10:45:00+00:00,552.8,134.4,0.36,12.34,9.54,41.12726667,-73.808,8.68,
Ada,12,2022-04-18T11:00:00+00:00,551.9,130.8,0.36,12.3,9.74,41.12726667,-73.80816667,8.68,
Ada,12,2022-04-18T11:15:00+00:00,552.8,128.7,0.36,12.26,9.01,41.12725,-73.80816667,8.65,
Ada,12,2022-04-18T11:30:00+00:00,551.5,129.9,0.36,12.23,9.51,41.12725,-73.808,8.65,
